Airport ,Year,Month,Domestic_Inbound,Domestic_Outbound,Domestic_Total,International_Inbound,International_Outbound,International_Total,Total_Inbound,Total_Outbound,Total_Passengers 
HOBART,2020,9,"2,423","2,660","5,083",0,0,0,"2,423","2,660","5,083"
HOBART,2020,10,"4,246","4,699","8,945",0,0,0,"4,246","4,699","8,945"
HOBART,2020,11,"23,926","21,419","45,345",0,0,0,"23,926","21,419","45,345"
HOBART,2020,12,"72,103","59,180","131,283",0,0,0,"72,103","59,180","131,283"
HOBART,2021,1,"59,922","70,307","130,229",0,0,0,"59,922","70,307","130,229"
HOBART,2021,2,"50,326","48,098","98,424",0,0,0,"50,326","48,098","98,424"
HOBART,2021,3,"76,227","77,215","153,442",0,0,0,"76,227","77,215","153,442"
HOBART,2021,4,"93,921","96,316","190,237",137,183,320,"94,058","96,499","190,557"
HOBART,2021,5,"74,074","79,535","153,609",488,562,"1,050","74,562","80,097","154,659"
HOBART,2021,6,"56,217","52,554","108,771",689,702,"1,391","56,906","53,256","110,162"
HOBART,2021,7,"38,053","44,465","82,518",833,886,"1,719","38,886","45,351","84,237"
HOBART,2021,8,"17,404","18,076","35,480",0,0,0,"17,404","18,076","35,480"
HOBART,2021,9,"25,466","24,138","49,604",0,0,0,"25,466","24,138","49,604"
HOBART,2021,10,"27,175","26,525","53,700",0,0,0,"27,175","26,525","53,700"
HOBART,2021,11,"32,624","32,982","65,606",0,0,0,"32,624","32,982","65,606"
HOBART,2021,12,"78,179","61,490","139,669",0,0,0,"78,179","61,490","139,669"
HOBART,2022,1,"70,894","85,446","156,340",0,0,0,"70,894","85,446","156,340"
HOBART,2022,2,"66,138","64,432","130,570",0,0,0,"66,138","64,432","130,570"
HOBART,2022,3,"86,896","89,061","175,957",0,0,0,"86,896","89,061","175,957"
HOBART,2022,4,"113,765","118,659","232,424",0,0,0,"113,765","118,659","232,424"
HOBART,2022,5,"93,746","96,842","190,588",0,0,0,"93,746","96,842","190,588"
HOBART,2022,6,"97,517","93,865","191,382",0,0,0,"97,517","93,865","191,382"
HOBART,2022,7,"97,861","105,202","203,063",753,716,"1,469","98,614","105,918","204,532"
HOBART,2022,8,"85,422","84,173","169,595",547,565,"1,112","85,969","84,738","170,707"
HOBART,2022,9,"95,823","90,097","185,920",947,904,"1,851","96,770","91,001","187,771"
HOBART,2022,10,"103,985","102,869","206,854","1,508","1,468","2,976","105,493","104,337","209,830"
HOBART,2022,11,"106,859","106,469","213,328","1,778","1,801","3,579","108,637","108,270","216,907"
HOBART,2022,12,"123,479","109,511","232,990","1,730","1,810","3,540","125,209","111,321","236,530"
HOBART,2023,1,"117,108","131,344","248,452","2,065","1,997","4,062","119,173","133,341","252,514"
HOBART,2023,2,"106,003","103,872","209,875","1,576","1,483","3,059","107,579","105,355","212,934"
HOBART,2023,3,"114,440","117,129","231,569","1,813","1,830","3,643","116,253","118,959","235,212"
HOBART,2023,4,"105,358","110,247","215,605","1,788","1,848","3,636","107,146","112,095","219,241"
HOBART,2023,5,"92,852","97,147","189,999",905,965,"1,870","93,757","98,112","191,869"
HOBART,2023,6,"98,820","93,843","192,663",812,847,"1,659","99,632","94,690","194,322"
HOBART,2023,7,"95,521","102,655","198,176",808,873,"1,681","96,329","103,528","199,857"
HOBART,2023,8,"92,652","91,560","184,212",722,691,"1,413","93,374","92,251","185,625"
HOBART,2023,9,"101,661","96,216","197,877",907,889,"1,796","102,568","97,105","199,673"
HOBART,2023,10,"112,922","111,912","224,834","1,328","1,307","2,635","114,250","113,219","227,469"
HOBART,2023,11,"113,296","111,212","224,508","1,884","1,970","3,854","115,180","113,182","228,362"
HOBART,2023,12,"139,047","122,697","261,744","1,297","1,310","2,607","140,344","124,007","264,351"
HOBART,2024,1,"131,225","145,439","276,664","1,529","1,606","3,135","132,754","147,045","279,799"
HOBART,2024,2,"117,233","114,579","231,812","1,944","1,970","3,914","119,177","116,549","235,726"
HOBART,2024,3,"122,225","121,583","243,808","1,992","2,175","4,167","124,217","123,758","247,975"
HOBART,2024,4,"110,250","118,400","228,650",275,281,556,"110,525","118,681","229,206"
HOBART,2024,5,"93,974","97,700","191,674",0,0,0,"93,974","97,700","191,674"
HOBART,2024,6,"95,277","92,438","187,715",0,0,0,"95,277","92,438","187,715"
KARRATHA,2009,1,"19,832","15,380","35,212",0,0,0,"19,832","15,380","35,212"
KARRATHA,2009,2,"18,104","18,605","36,709",0,0,0,"18,104","18,605","36,709"
KARRATHA,2009,3,"21,324","19,676","41,000",0,0,0,"21,324","19,676","41,000"
KARRATHA,2009,4,"21,474","21,891","43,365",0,0,0,"21,474","21,891","43,365"
KARRATHA,2009,5,"21,794","22,334","44,128",0,0,0,"21,794","22,334","44,128"
KARRATHA,2009,6,"22,665","22,113","44,778",0,0,0,"22,665","22,113","44,778"
KARRATHA,2009,7,"23,748","24,514","48,262",0,0,0,"23,748","24,514","48,262"
KARRATHA,2009,8,"23,605","23,680","47,285",0,0,0,"23,605","23,680","47,285"
KARRATHA,2009,9,"25,126","25,334","50,460",0,0,0,"25,126","25,334","50,460"
KARRATHA,2009,10,"25,428","26,222","51,650",0,0,0,"25,428","26,222","51,650"
KARRATHA,2009,11,"25,346","24,944","50,290",0,0,0,"25,346","24,944","50,290"
KARRATHA,2009,12,"19,846","26,184","46,030",0,0,0,"19,846","26,184","46,030"
KARRATHA,2010,1,"24,349","19,774","44,123",0,0,0,"24,349","19,774","44,123"
KARRATHA,2010,2,"22,216","22,442","44,658",0,0,0,"22,216","22,442","44,658"
KARRATHA,2010,3,"26,812","26,767","53,579",0,0,0,"26,812","26,767","53,579"
KARRATHA,2010,4,"24,569","24,978","49,547",0,0,0,"24,569","24,978","49,547"
KARRATHA,2010,5,"25,101","25,006","50,107",0,0,0,"25,101","25,006","50,107"
KARRATHA,2010,6,"25,089","26,131","51,220",0,0,0,"25,089","26,131","51,220"
KARRATHA,2010,7,"27,369","28,283","55,652",0,0,0,"27,369","28,283","55,652"
KARRATHA,2010,8,"26,944","27,139","54,083",0,0,0,"26,944","27,139","54,083"
KARRATHA,2010,9,"27,025","28,665","55,690",0,0,0,"27,025","28,665","55,690"
KARRATHA,2010,10,"29,327","29,400","58,727",0,0,0,"29,327","29,400","58,727"
KARRATHA,2010,11,"29,171","28,616","57,787",0,0,0,"29,171","28,616","57,787"
KARRATHA,2010,12,"22,220","31,415","53,635",0,0,0,"22,220","31,415","53,635"
KARRATHA,2011,1,"29,255","21,348","50,603",0,0,0,"29,255","21,348","50,603"
KARRATHA,2011,2,"25,213","24,858","50,071",0,0,0,"25,213","24,858","50,071"
KARRATHA,2011,3,"31,078","29,797","60,875",0,0,0,"31,078","29,797","60,875"
KARRATHA,2011,4,"27,897","29,468","57,365",0,0,0,"27,897","29,468","57,365"
KARRATHA,2011,5,"31,295","30,395","61,690",0,0,0,"31,295","30,395","61,690"
KARRATHA,2011,6,"29,391","29,639","59,030",0,0,0,"29,391","29,639","59,030"
KARRATHA,2011,7,"33,496","34,124","67,620",0,0,0,"33,496","34,124","67,620"
KARRATHA,2011,8,"34,720","34,325","69,045",0,0,0,"34,720","34,325","69,045"
KARRATHA,2011,9,"32,822","34,030","66,852",0,0,0,"32,822","34,030","66,852"
KARRATHA,2011,10,"32,702","32,386","65,088",0,0,0,"32,702","32,386","65,088"
KARRATHA,2011,11,"36,031","34,173","70,204",0,0,0,"36,031","34,173","70,204"
KARRATHA,2011,12,"25,815","36,053","61,868",0,0,0,"25,815","36,053","61,868"
KARRATHA,2012,1,"35,138","26,597","61,735",0,0,0,"35,138","26,597","61,735"
KARRATHA,2012,2,"32,776","31,847","64,623",0,0,0,"32,776","31,847","64,623"
KARRATHA,2012,3,"33,169","34,540","67,709",0,0,0,"33,169","34,540","67,709"
KARRATHA,2012,4,"32,696","32,413","65,109",0,0,0,"32,696","32,413","65,109"
KARRATHA,2012,5,"35,798","35,628","71,426",0,0,0,"35,798","35,628","71,426"
KARRATHA,2012,6,"33,144","33,878","67,022",0,0,0,"33,144","33,878","67,022"
KARRATHA,2012,7,"36,532","35,987","72,519",0,0,0,"36,532","35,987","72,519"
KARRATHA,2012,8,"35,698","37,034","72,732",0,0,0,"35,698","37,034","72,732"
KARRATHA,2012,9,"33,535","34,048","67,583",0,0,0,"33,535","34,048","67,583"
KARRATHA,2012,10,"38,291","37,031","75,322",0,0,0,"38,291","37,031","75,322"
KARRATHA,2012,11,"35,586","35,948","71,534",0,0,0,"35,586","35,948","71,534"
KARRATHA,2012,12,"26,940","34,161","61,101",0,0,0,"26,940","34,161","61,101"
KARRATHA,2013,1,"36,313","28,259","64,572",0,0,0,"36,313","28,259","64,572"
KARRATHA,2013,2,"28,156","28,674","56,830",0,0,0,"28,156","28,674","56,830"
KARRATHA,2013,3,"34,364","33,386","67,750",0,0,0,"34,364","33,386","67,750"
KARRATHA,2013,4,"35,446","34,139","69,585",0,0,0,"35,446","34,139","69,585"
KARRATHA,2013,5,"35,926","36,065","71,991",0,0,0,"35,926","36,065","71,991"
KARRATHA,2013,6,"30,804","33,201","64,005",0,0,0,"30,804","33,201","64,005"
KARRATHA,2013,7,"35,629","34,747","70,376",0,0,0,"35,629","34,747","70,376"
KARRATHA,2013,8,"30,780","32,734","63,514",0,0,0,"30,780","32,734","63,514"
KARRATHA,2013,9,"29,965","30,836","60,801",0,0,0,"29,965","30,836","60,801"
KARRATHA,2013,10,"33,486","32,649","66,135",0,0,0,"33,486","32,649","66,135"
KARRATHA,2013,11,"29,816","30,343","60,159",0,0,0,"29,816","30,343","60,159"
KARRATHA,2013,12,"23,416","31,481","54,897",0,0,0,"23,416","31,481","54,897"
KARRATHA,2014,1,"32,683","25,686","58,369",0,0,0,"32,683","25,686","58,369"
KARRATHA,2014,2,"27,868","27,687","55,555",0,0,0,"27,868","27,687","55,555"
KARRATHA,2014,3,"29,871","29,163","59,034",0,0,0,"29,871","29,163","59,034"
KARRATHA,2014,4,"30,455","29,751","60,206",0,0,0,"30,455","29,751","60,206"
KARRATHA,2014,5,"30,029","31,630","61,659",0,0,0,"30,029","31,630","61,659"
KARRATHA,2014,6,"28,853","28,240","57,093",0,0,0,"28,853","28,240","57,093"
KARRATHA,2014,7,"31,443","31,190","62,633",0,0,0,"31,443","31,190","62,633"
KARRATHA,2014,8,"29,933","30,828","60,761",0,0,0,"29,933","30,828","60,761"
KARRATHA,2014,9,"29,929","30,501","60,430",0,0,0,"29,929","30,501","60,430"
KARRATHA,2014,10,"32,016","32,760","64,776",0,0,0,"32,016","32,760","64,776"
KARRATHA,2014,11,"28,528","28,860","57,388",0,0,0,"28,528","28,860","57,388"
KARRATHA,2014,12,"22,578","29,886","52,464",0,0,0,"22,578","29,886","52,464"
KARRATHA,2015,1,"27,371","21,795","49,166",0,0,0,"27,371","21,795","49,166"
KARRATHA,2015,2,"23,907","24,807","48,714",0,0,0,"23,907","24,807","48,714"
KARRATHA,2015,3,"25,836","25,992","51,828",0,0,0,"25,836","25,992","51,828"
KARRATHA,2015,4,"26,116","26,467","52,583",0,0,0,"26,116","26,467","52,583"
KARRATHA,2015,5,"25,042","25,160","50,202",0,0,0,"25,042","25,160","50,202"
KARRATHA,2015,6,"24,647","25,348","49,995",0,0,0,"24,647","25,348","49,995"
KARRATHA,2015,7,"27,639","27,574","55,213",0,0,0,"27,639","27,574","55,213"
KARRATHA,2015,8,"25,386","24,763","50,149",0,0,0,"25,386","24,763","50,149"
KARRATHA,2015,9,"25,376","26,444","51,820",0,0,0,"25,376","26,444","51,820"
KARRATHA,2015,10,"26,024","25,986","52,010",0,0,0,"26,024","25,986","52,010"
KARRATHA,2015,11,"25,465","24,652","50,117",0,0,0,"25,465","24,652","50,117"
KARRATHA,2015,12,"20,550","25,239","45,789",0,0,0,"20,550","25,239","45,789"
KARRATHA,2016,1,"21,683","18,456","40,139",0,0,0,"21,683","18,456","40,139"
KARRATHA,2016,2,"20,037","19,143","39,180",0,0,0,"20,037","19,143","39,180"
KARRATHA,2016,3,"21,020","21,745","42,765",0,0,0,"21,020","21,745","42,765"
KARRATHA,2016,4,"20,794","21,126","41,920",0,0,0,"20,794","21,126","41,920"
KARRATHA,2016,5,"23,696","22,587","46,283",0,0,0,"23,696","22,587","46,283"
KARRATHA,2016,6,"20,235","21,159","41,394",0,0,0,"20,235","21,159","41,394"
KARRATHA,2016,7,"20,847","20,392","41,239",0,0,0,"20,847","20,392","41,239"
KARRATHA,2016,8,"21,137","20,783","41,920",0,0,0,"21,137","20,783","41,920"
KARRATHA,2016,9,"20,716","20,875","41,591",0,0,0,"20,716","20,875","41,591"
KARRATHA,2016,10,"21,361","19,801","41,162",0,0,0,"21,361","19,801","41,162"
KARRATHA,2016,11,"21,485","20,519","42,004",0,0,0,"21,485","20,519","42,004"
KARRATHA,2016,12,"15,435","19,862","35,297",0,0,0,"15,435","19,862","35,297"
KARRATHA,2017,1,"19,267","15,565","34,832",0,0,0,"19,267","15,565","34,832"
KARRATHA,2017,2,"16,771","16,556","33,327",0,0,0,"16,771","16,556","33,327"
KARRATHA,2017,3,"19,207","19,750","38,957",0,0,0,"19,207","19,750","38,957"
KARRATHA,2017,4,"17,755","17,832","35,587",0,0,0,"17,755","17,832","35,587"
KARRATHA,2017,5,"20,502","19,185","39,687",0,0,0,"20,502","19,185","39,687"
KARRATHA,2017,6,"19,009","19,354","38,363",0,0,0,"19,009","19,354","38,363"
KARRATHA,2017,7,"18,287","18,243","36,530",0,0,0,"18,287","18,243","36,530"
KARRATHA,2017,8,"18,683","18,913","37,596",0,0,0,"18,683","18,913","37,596"
KARRATHA,2017,9,"17,037","18,248","35,285",0,0,0,"17,037","18,248","35,285"
KARRATHA,2017,10,"19,576","18,571","38,147",0,0,0,"19,576","18,571","38,147"
KARRATHA,2017,11,"18,517","19,014","37,531",0,0,0,"18,517","19,014","37,531"
KARRATHA,2017,12,"14,755","18,450","33,205",0,0,0,"14,755","18,450","33,205"
KARRATHA,2018,1,"18,381","15,119","33,500",0,0,0,"18,381","15,119","33,500"
KARRATHA,2018,2,"16,207","16,221","32,428",0,0,0,"16,207","16,221","32,428"
KARRATHA,2018,3,"17,697","18,856","36,553",0,0,0,"17,697","18,856","36,553"
KARRATHA,2018,4,"18,165","17,789","35,954",0,0,0,"18,165","17,789","35,954"
KARRATHA,2018,5,"19,779","19,469","39,248",0,0,0,"19,779","19,469","39,248"
KARRATHA,2018,6,"18,066","18,853","36,919",0,0,0,"18,066","18,853","36,919"
KARRATHA,2018,7,"20,535","19,601","40,136",0,0,0,"20,535","19,601","40,136"
KARRATHA,2018,8,"19,304","20,876","40,180",0,0,0,"19,304","20,876","40,180"
KARRATHA,2018,9,"17,771","18,959","36,730",0,0,0,"17,771","18,959","36,730"
KARRATHA,2018,10,"20,349","19,233","39,582",0,0,0,"20,349","19,233","39,582"
KARRATHA,2018,11,"18,693","19,284","37,977",0,0,0,"18,693","19,284","37,977"
KARRATHA,2018,12,"14,547","17,695","32,242",0,0,0,"14,547","17,695","32,242"
KARRATHA,2019,1,"19,400","16,331","35,731",0,0,0,"19,400","16,331","35,731"
KARRATHA,2019,2,"16,700","17,111","33,811",0,0,0,"16,700","17,111","33,811"
KARRATHA,2019,3,"17,479","17,698","35,177",0,0,0,"17,479","17,698","35,177"
KARRATHA,2019,4,"20,502","19,057","39,559",0,0,0,"20,502","19,057","39,559"
KARRATHA,2019,5,"19,119","20,624","39,743",0,0,0,"19,119","20,624","39,743"
KARRATHA,2019,6,"18,533","18,505","37,038",0,0,0,"18,533","18,505","37,038"
KARRATHA,2019,7,"21,722","20,762","42,484",0,0,0,"21,722","20,762","42,484"
KARRATHA,2019,8,"19,737","21,258","40,995",0,0,0,"19,737","21,258","40,995"
KARRATHA,2019,9,"20,725","21,035","41,760",0,0,0,"20,725","21,035","41,760"
KARRATHA,2019,10,"21,900","21,470","43,370",0,0,0,"21,900","21,470","43,370"
KARRATHA,2019,11,"20,063","20,591","40,654",0,0,0,"20,063","20,591","40,654"
KARRATHA,2019,12,"16,792","20,784","37,576",0,0,0,"16,792","20,784","37,576"
KARRATHA,2020,1,"21,219","17,595","38,814",0,0,0,"21,219","17,595","38,814"
KARRATHA,2020,2,"17,774","17,772","35,546",0,0,0,"17,774","17,772","35,546"
KARRATHA,2020,3,"13,511","14,175","27,686",0,0,0,"13,511","14,175","27,686"
KARRATHA,2020,4,"1,530","1,737","3,267",0,0,0,"1,530","1,737","3,267"
KARRATHA,2020,5,"1,356","1,295","2,651",0,0,0,"1,356","1,295","2,651"
KARRATHA,2020,6,"3,414","3,651","7,065",0,0,0,"3,414","3,651","7,065"
KARRATHA,2020,7,"7,827","8,130","15,957",0,0,0,"7,827","8,130","15,957"
KARRATHA,2020,8,"10,688","9,863","20,551",0,0,0,"10,688","9,863","20,551"
KARRATHA,2020,9,"14,534","15,897","30,431",0,0,0,"14,534","15,897","30,431"
KARRATHA,2020,10,"15,131","16,649","31,780",0,0,0,"15,131","16,649","31,780"
KARRATHA,2020,11,"15,377","14,915","30,292",0,0,0,"15,377","14,915","30,292"
KARRATHA,2020,12,"12,869","16,262","29,131",0,0,0,"12,869","16,262","29,131"
KARRATHA,2021,1,"14,342","12,861","27,203",0,0,0,"14,342","12,861","27,203"
KARRATHA,2021,2,"10,817","10,429","21,246",0,0,0,"10,817","10,429","21,246"
KARRATHA,2021,3,"17,276","17,120","34,396",0,0,0,"17,276","17,120","34,396"
KARRATHA,2021,4,"16,465","16,259","32,724",0,0,0,"16,465","16,259","32,724"
KARRATHA,2021,5,"18,338","17,735","36,073",0,0,0,"18,338","17,735","36,073"
KARRATHA,2021,6,"18,619","18,578","37,197",0,0,0,"18,619","18,578","37,197"
KARRATHA,2021,7,"18,163","19,152","37,315",0,0,0,"18,163","19,152","37,315"
KARRATHA,2021,8,"19,918","19,057","38,975",0,0,0,"19,918","19,057","38,975"
KARRATHA,2021,9,"19,629","21,612","41,241",0,0,0,"19,629","21,612","41,241"
KARRATHA,2021,10,"20,141","20,175","40,316",0,0,0,"20,141","20,175","40,316"
KARRATHA,2021,11,"20,455","20,392","40,847",0,0,0,"20,455","20,392","40,847"
KARRATHA,2021,12,"15,836","19,532","35,368",0,0,0,"15,836","19,532","35,368"
KARRATHA,2022,1,"17,716","14,557","32,273",0,0,0,"17,716","14,557","32,273"
KARRATHA,2022,2,"15,234","15,558","30,792",0,0,0,"15,234","15,558","30,792"
KARRATHA,2022,3,"18,011","18,331","36,342",0,0,0,"18,011","18,331","36,342"
KARRATHA,2022,4,"19,106","18,921","38,027",0,0,0,"19,106","18,921","38,027"
KARRATHA,2022,5,"20,102","20,666","40,768",0,0,0,"20,102","20,666","40,768"
KARRATHA,2022,6,"22,178","22,418","44,596",0,0,0,"22,178","22,418","44,596"
KARRATHA,2022,7,"22,417","22,435","44,852",0,0,0,"22,417","22,435","44,852"
KARRATHA,2022,8,"24,231","24,582","48,813",0,0,0,"24,231","24,582","48,813"
KARRATHA,2022,9,"22,097","23,867","45,964",0,0,0,"22,097","23,867","45,964"
KARRATHA,2022,10,"23,665","22,626","46,291",0,0,0,"23,665","22,626","46,291"
KARRATHA,2022,11,"23,203","23,462","46,665",0,0,0,"23,203","23,462","46,665"
KARRATHA,2022,12,"16,595","22,025","38,620",0,0,0,"16,595","22,025","38,620"
KARRATHA,2023,1,"21,993","17,416","39,409",0,0,0,"21,993","17,416","39,409"
KARRATHA,2023,2,"19,746","19,880","39,626",0,0,0,"19,746","19,880","39,626"
KARRATHA,2023,3,"22,296","23,103","45,399",0,0,0,"22,296","23,103","45,399"
KARRATHA,2023,4,"20,923","20,892","41,815",0,0,0,"20,923","20,892","41,815"
KARRATHA,2023,5,"24,409","23,182","47,591",0,0,0,"24,409","23,182","47,591"
KARRATHA,2023,6,"22,882","23,806","46,688",0,0,0,"22,882","23,806","46,688"
KARRATHA,2023,7,"23,656","23,968","47,624",0,0,0,"23,656","23,968","47,624"
KARRATHA,2023,8,"24,946","25,080","50,026",0,0,0,"24,946","25,080","50,026"
KARRATHA,2023,9,"22,499","24,610","47,109",0,0,0,"22,499","24,610","47,109"
KARRATHA,2023,10,"25,498","24,074","49,572",0,0,0,"25,498","24,074","49,572"
KARRATHA,2023,11,"24,535","25,294","49,829",0,0,0,"24,535","25,294","49,829"
KARRATHA,2023,12,"18,700","23,692","42,392",0,0,0,"18,700","23,692","42,392"
KARRATHA,2024,1,"25,231","20,180","45,411",0,0,0,"25,231","20,180","45,411"
KARRATHA,2024,2,"21,322","22,170","43,492",0,0,0,"21,322","22,170","43,492"
KARRATHA,2024,3,"24,072","24,751","48,823",0,0,0,"24,072","24,751","48,823"
KARRATHA,2024,4,"25,844","23,824","49,668",0,0,0,"25,844","23,824","49,668"
KARRATHA,2024,5,"25,793","27,398","53,191",0,0,0,"25,793","27,398","53,191"
KARRATHA,2024,6,"25,398","25,543","50,941",0,0,0,"25,398","25,543","50,941"
LAUNCESTON,2009,1,"53,276","56,926","110,202",0,0,0,"53,276","56,926","110,202"
LAUNCESTON,2009,2,"47,357","45,645","93,002",0,0,0,"47,357","45,645","93,002"
LAUNCESTON,2009,3,"52,117","53,080","105,197",0,0,0,"52,117","53,080","105,197"
LAUNCESTON,2009,4,"48,103","49,058","97,161",0,0,0,"48,103","49,058","97,161"
LAUNCESTON,2009,5,"43,724","46,111","89,835",0,0,0,"43,724","46,111","89,835"
LAUNCESTON,2009,6,"43,558","41,178","84,736",0,0,0,"43,558","41,178","84,736"
LAUNCESTON,2009,7,"43,009","45,005","88,014",0,0,0,"43,009","45,005","88,014"
LAUNCESTON,2009,8,"44,205","44,814","89,019",0,0,0,"44,205","44,814","89,019"
LAUNCESTON,2009,9,"47,148","44,062","91,210",0,0,0,"47,148","44,062","91,210"
LAUNCESTON,2009,10,"47,088","47,112","94,200",0,0,0,"47,088","47,112","94,200"
LAUNCESTON,2009,11,"47,334","47,558","94,892",0,0,0,"47,334","47,558","94,892"
LAUNCESTON,2009,12,"51,720","47,186","98,906",0,0,0,"51,720","47,186","98,906"
LAUNCESTON,2010,1,"50,233","55,774","106,007",0,0,0,"50,233","55,774","106,007"
LAUNCESTON,2010,2,"47,867","46,638","94,505",0,0,0,"47,867","46,638","94,505"
LAUNCESTON,2010,3,"49,830","50,951","100,781",0,0,0,"49,830","50,951","100,781"
LAUNCESTON,2010,4,"49,145","50,974","100,119",0,0,0,"49,145","50,974","100,119"
LAUNCESTON,2010,5,"42,635","45,994","88,629",0,0,0,"42,635","45,994","88,629"
LAUNCESTON,2010,6,"43,695","41,349","85,044",0,0,0,"43,695","41,349","85,044"
LAUNCESTON,2010,7,"43,396","45,798","89,194",0,0,0,"43,396","45,798","89,194"
LAUNCESTON,2010,8,"44,292","44,645","88,937",0,0,0,"44,292","44,645","88,937"
LAUNCESTON,2010,9,"48,145","43,768","91,913",0,0,0,"48,145","43,768","91,913"
LAUNCESTON,2010,10,"48,334","49,055","97,389",0,0,0,"48,334","49,055","97,389"
LAUNCESTON,2010,11,"48,816","48,567","97,383",0,0,0,"48,816","48,567","97,383"
LAUNCESTON,2010,12,"63,578","54,488","118,066",0,0,0,"63,578","54,488","118,066"
LAUNCESTON,2011,1,"53,384","62,199","115,583",0,0,0,"53,384","62,199","115,583"
LAUNCESTON,2011,2,"48,468","46,666","95,134",0,0,0,"48,468","46,666","95,134"
LAUNCESTON,2011,3,"52,074","54,657","106,731",0,0,0,"52,074","54,657","106,731"
LAUNCESTON,2011,4,"48,024","48,508","96,532",0,0,0,"48,024","48,508","96,532"
LAUNCESTON,2011,5,"41,123","44,856","85,979",0,0,0,"41,123","44,856","85,979"
LAUNCESTON,2011,6,"37,192","36,323","73,515",0,0,0,"37,192","36,323","73,515"
LAUNCESTON,2011,7,"41,920","42,708","84,628",0,0,0,"41,920","42,708","84,628"
LAUNCESTON,2011,8,"41,809","43,353","85,162",0,0,0,"41,809","43,353","85,162"
LAUNCESTON,2011,9,"46,117","40,861","86,978",0,0,0,"46,117","40,861","86,978"
LAUNCESTON,2011,10,"45,806","45,459","91,265",0,0,0,"45,806","45,459","91,265"
LAUNCESTON,2011,11,"48,217","48,249","96,466",0,0,0,"48,217","48,249","96,466"
LAUNCESTON,2011,12,"59,112","48,529","107,641",0,0,0,"59,112","48,529","107,641"
LAUNCESTON,2012,1,"51,723","62,066","113,789",0,0,0,"51,723","62,066","113,789"
LAUNCESTON,2012,2,"47,758","45,556","93,314",0,0,0,"47,758","45,556","93,314"
LAUNCESTON,2012,3,"49,930","51,415","101,345",0,0,0,"49,930","51,415","101,345"
LAUNCESTON,2012,4,"47,943","49,440","97,383",0,0,0,"47,943","49,440","97,383"
LAUNCESTON,2012,5,"40,869","46,309","87,178",0,0,0,"40,869","46,309","87,178"
LAUNCESTON,2012,6,"43,447","41,580","85,027",0,0,0,"43,447","41,580","85,027"
LAUNCESTON,2012,7,"41,448","42,325","83,773",0,0,0,"41,448","42,325","83,773"
LAUNCESTON,2012,8,"43,558","44,731","88,289",0,0,0,"43,558","44,731","88,289"
LAUNCESTON,2012,9,"51,735","45,363","97,098",0,0,0,"51,735","45,363","97,098"
LAUNCESTON,2012,10,"48,500","50,236","98,736",0,0,0,"48,500","50,236","98,736"
LAUNCESTON,2012,11,"54,220","53,079","107,299",0,0,0,"54,220","53,079","107,299"
LAUNCESTON,2012,12,"64,723","54,319","119,042",0,0,0,"64,723","54,319","119,042"
LAUNCESTON,2013,1,"59,195","68,212","127,407",0,0,0,"59,195","68,212","127,407"
LAUNCESTON,2013,2,"51,614","49,824","101,438",0,0,0,"51,614","49,824","101,438"
LAUNCESTON,2013,3,"58,097","57,203","115,300",0,0,0,"58,097","57,203","115,300"
LAUNCESTON,2013,4,"53,606","58,484","112,090",0,0,0,"53,606","58,484","112,090"
LAUNCESTON,2013,5,"44,115","45,232","89,347",0,0,0,"44,115","45,232","89,347"
LAUNCESTON,2013,6,"42,376","40,518","82,894",0,0,0,"42,376","40,518","82,894"
LAUNCESTON,2013,7,"48,884","51,918","100,802",0,0,0,"48,884","51,918","100,802"
LAUNCESTON,2013,8,"47,701","46,349","94,050",0,0,0,"47,701","46,349","94,050"
LAUNCESTON,2013,9,"46,688","46,155","92,843",0,0,0,"46,688","46,155","92,843"
LAUNCESTON,2013,10,"56,585","53,950","110,535",0,0,0,"56,585","53,950","110,535"
LAUNCESTON,2013,11,"52,468","51,856","104,324",0,0,0,"52,468","51,856","104,324"
LAUNCESTON,2013,12,"67,666","58,449","126,115",0,0,0,"67,666","58,449","126,115"
LAUNCESTON,2014,1,"63,827","71,154","134,981",0,0,0,"63,827","71,154","134,981"
LAUNCESTON,2014,2,"52,717","51,591","104,308",0,0,0,"52,717","51,591","104,308"
LAUNCESTON,2014,3,"57,992","59,751","117,743",0,0,0,"57,992","59,751","117,743"
LAUNCESTON,2014,4,"53,633","57,336","110,969",0,0,0,"53,633","57,336","110,969"
LAUNCESTON,2014,5,"47,347","48,323","95,670",0,0,0,"47,347","48,323","95,670"
LAUNCESTON,2014,6,"47,550","46,394","93,944",0,0,0,"47,550","46,394","93,944"
LAUNCESTON,2014,7,"47,391","49,829","97,220",0,0,0,"47,391","49,829","97,220"
LAUNCESTON,2014,8,"44,931","45,508","90,439",0,0,0,"44,931","45,508","90,439"
LAUNCESTON,2014,9,"48,691","46,829","95,520",0,0,0,"48,691","46,829","95,520"
LAUNCESTON,2014,10,"55,493","54,135","109,628",0,0,0,"55,493","54,135","109,628"
LAUNCESTON,2014,11,"56,824","54,527","111,351",0,0,0,"56,824","54,527","111,351"
LAUNCESTON,2014,12,"67,721","59,688","127,409",0,0,0,"67,721","59,688","127,409"
LAUNCESTON,2015,1,"61,786","69,331","131,117",0,0,0,"61,786","69,331","131,117"
LAUNCESTON,2015,2,"53,435","51,643","105,078",0,0,0,"53,435","51,643","105,078"
